Number,Sex,Survived,NameSet,Title,Name,Age,Pclass,SibSp,Parch,Ticket,Fare,Cabin,Embarked
1016,male,0,American,Mr.,Wendell Nichols,32.5,1,0,0,27267,13,E101,S
1017,female,1,American,Ms.,Emma Odom,54,3,0,1,35281,772.875,D26,S
1018,male,0,American,Mr.,Larry Woodruff,12,3,1,0,2651,112.417,,C
1019,female,1,American,Ms.,Patricia Hogan,,3,0,0,370372,7.75,,Q
1020,male,1,American,Mr.,Dennis Rosario,24,3,0,0,C 17369,71.417,,S
1021,male,0,American,Mr.,Thomas McKinney,,3,1,1,2668,223.583,F E69,C
1022,male,0,American,Mr.,Jim Casarez,45,3,0,0,347061,6.975,,S
1023,female,0,American,Ms.,Betty Hoyt,33,3,0,0,349241,78.958,,C
1024,male,0,American,Mr.,George Lacey,20,3,0,0,SOTON/O.Q. 3101307,7.05,,S
1025,female,1,American,Ms.,Denise Martin,47,2,1,0,A/5. 3337,14.5,,S
1026,male,0,American,Mr.,John Robinson,29,2,1,0,228414,26,,S
1027,male,0,American,Mr.,Nelson Hughes,25,2,0,0,C.A. 29178,13,,S
1028,female,1,American,Ms.,Beatrice Lock,23,1,0,0,SC/PARIS 2133,150.458,,C
1029,female,0,American,Dr.,Jennifer Boyle,19,1,0,2,11752,262.833,D47,S
1030,male,0,American,Mr.,Frank Harris,37,3,1,0,113803,53.1,C123,S
1031,male,0,American,Mr.,Daniel Stanley,16,1,0,0,7534,92.167,,S
1032,female,0,American,Ms.,Krystyna Martin,24,3,0,0,PC 17593,79.2,B86,C
1033,female,1,American,Mrs.,Elizabeth Strauss,,3,0,2,2678,152.458,,C
1034,male,1,American,Mr.,Edward Willis,22,3,0,0,347081,7.75,,S
1035,female,0,American,Ms.,Cathy Nelson,24,3,1,0,STON/O2. 3101279,15.85,,S
1036,female,0,American,Mrs.,Jean Jones,19,2,0,0,365222,6.75,,Q
1037,male,0,American,Mr.,John Miller,18,2,0,0,231945,11.5,,S
1038,female,1,American,Mrs.,Viola McKenzie,19,3,1,1,C.A. 33112,36.75,,S
1039,male,0,American,Mr.,Frank Gracia,27,3,0,0,350043,77.958,,S
1040,male,0,American,Mr.,James Egan,9,2,2,2,W./C. 6608,34.375,,S
1041,female,0,American,Ms.,Lenore Yang,36.5,2,0,2,230080,26,F2,S
1042,female,0,American,Mrs.,Lilla Coburn,42,2,0,0,244310,13,,S
1043,female,1,American,Mrs.,Whitney Neff,51,1,0,0,S.O.P. 1166,12.525,,S
1044,female,0,American,Mrs.,Joan Brown,22,3,1,0,113776,66.6,C2,S
1045,female,0,American,Ms.,Lorraine Delgado,55.5,3,0,0,A.5. 11206,8.05,,S
1046,male,0,American,Mr.,Harold Downey,40.5,3,0,2,A/5. 851,14.5,,S
1047,male,0,American,Mr.,Peter Latour,,1,0,0,Fa 265302,73.125,,S
1048,male,1,American,Mr.,Gilbert Crawford,51,3,0,1,PC 17597,613.792,,C
1049,female,0,American,Mrs.,Gladys Garcia,16,3,0,0,35851,77.333,,Q
1050,male,0,American,Mr.,Victor Schanz,30,3,0,0,SOTON/OQ 392090,8.05,,S
1051,male,0,American,Mr.,Vincent Crisman,,3,0,0,315037,86.625,,S
1052,female,0,American,Mrs.,Amy Wright,,3,8,2,CA. 2343,69.55,,S
1053,male,1,American,Mr.,Matthew Coulter,44,2,0,1,371362,16.1,,S
1054,female,0,American,Ms.,Norma Murphy,40,3,0,0,C.A. 33595,15.75,,S
1055,male,0,American,Mr.,Marlon Arms,26,3,0,0,347068,7.775,,S
1056,male,0,American,Mr.,Marvin Ronan,17,3,0,0,315093,86.625,,S
1057,female,1,American,Ms.,Pat Dozier,1,3,4,1,3101295,396.875,,S
1058,male,1,American,Mr.,Richard Terrill,9,1,0,2,363291,20.525,,S
1059,female,0,American,Ms.,Millicent Richardson,,3,0,1,113505,55,E33,S
1060,female,0,American,Mrs.,Geraldine Calhoun,45,1,1,4,347088,27.9,,S
1061,male,0,American,Mr.,Kevin Miller,,3,0,0,PC 17318,25.925,,S
1062,female,0,American,Ms.,Debra Safford,28,1,0,0,1601,564.958,,S
1063,male,0,American,Mr.,Scott Speirs,61,3,0,0,111240,33.5,B19,S
1064,male,1,American,Mr.,John Gunnell,4,3,4,1,382652,29.125,,Q
1065,male,0,American,Mr.,Gregory Levy,1,3,1,1,347742,111.333,,S
1066,female,0,American,Mrs.,Greta Rounds,21,1,0,0,STON/O 2. 3101280,7.925,,S
1067,female,0,American,Ms.,Marion Parry,56,3,0,0,17764,306.958,A7,C
1068,male,0,American,Mr.,John McClelland,18,3,1,1,350404,78.542,,S
1069,female,0,American,Mrs.,Martha Marshall,,1,3,1,4133,254.667,,S
1070,female,0,American,Ms.,Claudia Mattingly,50,2,0,0,PC 17595,287.125,C49,C
1071,female,0,American,Ms.,Ruth Drake,30,3,0,0,250653,13,,S
1072,male,0,American,Mr.,Leonard Skaggs,36,3,0,0,LINE,0,,S
1073,male,0,American,Mr.,Robert Dehaven,,2,8,2,CA. 2343,69.55,,S
1074,female,0,American,Mrs.,Rachel Peay,,3,0,0,SC/PARIS 2131,15.05,,C
1075,female,1,American,Ms.,Claire Cash,9,2,4,2,347077,313.875,,S
1076,female,1,American,Mrs.,Alexandra Saunders,1,3,2,1,230136,39,F4,S
1077,male,0,American,Mr.,Danny Molina,4,1,0,2,315153,22.025,,S
1078,male,1,American,Mr.,David Turner,,3,0,0,113767,50,A32,S
1079,male,1,American,Mr.,Andrew French,,1,1,0,370365,15.5,,Q
1080,male,0,American,Mr.,Stanley Russell,45,3,0,0,111428,26.55,,S
1081,male,0,American,Mr.,Robert Riley,40,3,1,1,364849,15.5,,Q
1082,male,1,American,Mr.,Blake Kidder,36,2,0,0,349247,78.958,,S
1083,male,0,American,Mr.,Fabian Melchor,32,2,0,0,234604,13,,S
1084,female,1,American,Mrs.,Margie Frazier,19,3,0,0,28424,13,,S
1085,female,1,American,Mrs.,Lois Sweeney,19,2,1,0,350046,78.542,,S
1086,male,1,American,Mr.,Paul Hardison,3,1,1,1,230080,26,F2,S
1087,male,1,American,Mr.,Bobby Williams,44,1,0,0,PC 17610,277.208,B4,C
1088,male,0,American,Mr.,Robert Ledford,58,3,0,0,PC 17569,1.465.208,B80,C
1089,female,0,American,Mrs.,Dale Rivas,,3,0,0,368703,7.75,,Q
1090,male,1,American,Mr.,Chad Robinson,42,3,0,1,4579,84.042,,S
1091,male,0,American,Mr.,John Jacobs,,2,0,0,370370,7.75,,Q
1092,male,0,American,Mr.,Mario Fortes,24,3,0,0,248747,13,,S
1093,female,0,American,Ms.,Donna Leeper,28,3,0,0,345770,9.5,,S
1094,female,0,American,Mrs.,Eileen Graham,,3,8,2,CA. 2343,69.55,,S
1095,female,0,American,Ms.,Alta Cuellar,34,3,0,0,3101264,64.958,,S
1096,female,1,American,Mrs.,Diana Taylor,45.5,3,0,0,2628,7.225,,C
1097,male,0,American,Mr.,Kip Thornton,18,3,0,0,A/5 3540,8.05,,S
1098,male,0,American,Mr.,Robert Green,2,3,0,1,347054,104.625,G6,S
1099,female,1,American,Ms.,Margaret Horton,32,3,1,0,3101278,15.85,,S
1100,male,1,American,Mr.,Charles Solomon,26,3,0,0,2699,187.875,,C
1101,male,1,American,Mr.,Adrian Price,16,1,0,0,367231,7.75,,Q
1102,male,0,American,Mr.,Paul Reyes,40,3,0,0,112277,31,A31,C
1103,female,1,American,Mrs.,Precious Pace,24,2,0,0,SOTON/O.Q. 3101311,7.05,,S
1104,female,0,American,Ms.,Antonia Driggers,35,3,0,0,F.C.C. 13528,21,,S
1105,female,0,American,Mrs.,Patricia Riley,22,2,0,0,A/5 21174,7.25,,S
1106,male,0,American,Mr.,Adrian Lapoint,30,3,0,0,250646,13,,S
1107,male,1,American,Mr.,Jesus Foreman,,1,1,0,367229,7.75,,Q
1108,female,1,American,Mrs.,Elsa Britt,31,3,1,0,35273,113.275,D36,C
1109,male,0,American,Mr.,Steven Minton,27,2,0,0,STON/O2. 3101283,7.925,,S
1110,female,1,American,Mrs.,Dorothy Cary,42,1,1,0,243847,27,,S
1111,male,0,American,Mr.,Arthur Nye,32,2,0,0,11813,762.917,D15,C
1112,female,1,American,Ms.,Elizabeth Heeter,30,3,0,0,W/C 14208,10.5,,S
1113,male,0,American,Mr.,Frank Braun,16,2,0,0,SOTON/OQ 392089,8.05,,S
1114,female,0,American,Mrs.,Sherri Thomas,27,3,0,0,220367,13,,S
1115,female,0,American,Mrs.,Laura Money,51,3,0,0,21440,8.05,,S
1116,female,1,American,Mrs.,Marylou Marquardt,,1,0,0,349234,78.958,,S
1117,female,0,American,Ms.,Helen Martin,38,3,1,0,19943,90,C93,S
1118,male,1,American,Mr.,Roy Gonzales,22,2,0,0,PP 4348,9.35,,S
1119,female,0,American,Ms.,Teresa Stone,19,3,0,0,SW/PP 751,10.5,,S
1120,male,0,American,Mr.,Joseph Stephenson,20.5,2,0,0,A/5 21173,7.25,,S
1121,male,0,American,Mr.,Tim Moss,18,3,0,0,236171,13,,S
1122,female,1,American,Mrs.,Barbara Hinman,,1,3,1,4133,254.667,,S
1123,male,0,American,Mr.,Robert Houck,35,3,1,0,36973,83.475,C83,S
1124,male,0,American,Mr.,Steven Burton,29,2,0,0,347067,7.775,,S
1125,female,1,American,Mrs.,Martha Hemphill,59,3,0,0,237442,13.5,,S
1126,female,0,American,Ms.,Suk May,5,2,4,2,347077,313.875,,S
1127,female,0,American,Ms.,Lucille Larrick,24,3,0,0,C.A. 29566,10.5,,S
1128,female,0,American,Mrs.,Denise Carr,,2,0,0,W./C. 6609,7.55,,S
1129,female,1,American,Mrs.,Nettie Fields,44,2,1,0,26707,26,,S
1130,male,0,American,Mr.,Joseph Laubach,8,2,0,2,C.A. 31921,26.25,,S
1131,female,0,American,Ms.,Molly Driver,19,2,0,0,28665,10.5,,S
1132,female,0,American,Ms.,Cindy Carter,33,3,0,0,SCO/W 1585,12.275,,S
1133,male,1,American,Mr.,Donald Smith,,3,1,0,2665,144.542,,C
1134,male,0,American,Mr.,Walter Cone,,2,1,0,367230,15.5,,Q
1135,female,0,American,Mrs.,Jacqueline Lopez,29,3,0,0,W./C. 14263,10.5,,S
1136,female,0,American,Ms.,Mary Foster,22,3,0,0,STON/O 2. 3101275,7.125,,S
1137,male,0,American,Dr.,Anthony Frank,30,1,0,0,2694,7.225,,C
1138,male,0,American,Mr.,Kevin Pederson,44,3,2,0,19928,90,C78,Q
1139,female,1,American,Ms.,Crystal Smith,25,2,0,0,347071,7.775,,S
1140,male,1,American,Mr.,Glenn Clark,24,1,0,2,250649,14.5,,S
1141,male,0,American,Mr.,Robert Green,37,2,1,1,11751,525.542,D35,S
1142,female,0,American,Ms.,Nancy Mitchel,54,3,1,0,244252,26,,S
1143,male,0,American,Mr.,Patrick Moore,,3,0,0,362316,7.25,,S
1144,female,0,American,Ms.,Molly Harman,29,1,1,1,347054,104.625,G6,S
1145,female,0,American,Ms.,Danica Wilson,62,3,0,0,113514,26.55,C87,S
1146,male,0,American,Mr.,Ronald Silva,30,3,1,0,A/5. 3336,16.1,,S
1147,male,1,American,Mr.,Shane Wynn,41,3,0,2,370129,202.125,,S
1148,female,1,American,Ms.,Virginia Saldivar,29,1,0,2,2650,152.458,,C
1149,female,1,American,Ms.,Kelly Winston,,1,0,0,PC 17585,79.2,,C
1150,male,1,American,Mr.,Boris Young,30,1,0,0,110152,86.5,B77,S
1151,male,1,American,Mr.,Lawrence Ellington,35,2,0,0,PC 17755,5.123.292,,C
1152,female,0,American,Mrs.,Sandra Walter,50,3,0,1,230433,26,,S
1153,female,1,American,Ms.,Hilda Fierro,,3,0,0,384461,7.75,,Q
1154,female,0,American,Mrs.,Sylvia Lewallen,3,1,4,2,347077,313.875,,S
1155,female,0,American,Mrs.,Jenifer Wells,52,1,1,1,110413,79.65,E67,S
1156,male,0,American,Mr.,George Colon,40,3,0,0,112059,0,B94,S
1157,female,0,American,Ms.,Patrice Dorsey,,2,0,0,382649,7.75,,Q
1158,male,0,American,Mr.,Joseph Means,36,3,0,0,C.A. 17248,10.5,,S
1159,female,1,American,Ms.,Laura Killen,16,3,4,1,3101295,396.875,,S
1160,female,1,American,Mrs.,Megan Samuel,25,1,1,0,347083,7.775,,S
1161,male,1,American,Mr.,Chris Jennings,58,1,0,1,PC 17582,1.534.625,C125,S
1162,male,0,American,Mr.,Chris Ready,35,1,0,0,PC 17760,1.356.333,C99,S
1163,male,1,American,Mr.,Brandon Hay,,3,0,0,113798,31,,S
1164,male,1,American,Mr.,Steven Messina,25,2,0,0,LINE,0,,S
1165,male,0,American,Mr.,Frank Colvin,41,1,0,1,250644,19.5,,S
1166,male,1,American,Mr.,Christopher Hudson,37,3,0,1,PC 17596,29.7,C118,C
1167,male,1,American,Mr.,John Graham,,1,0,0,370375,7.75,,Q
1168,female,0,American,Ms.,Sofia Keough,63,3,1,0,13502,779.583,D7,S
1169,female,0,American,Mrs.,Amy Williams,45,2,0,0,347073,7.75,,S
1170,female,0,American,Ms.,Annabelle Johnson,,3,0,0,239853,0,,S
1171,male,1,American,Mr.,Gregg Hairston,7,3,4,1,382652,29.125,,Q
1172,female,0,American,Ms.,Jasmine Davis,35,3,1,1,C.A. 2673,20.25,,S
1173,male,0,American,Mr.,Kyle Honaker,65,3,0,0,336439,7.75,,Q
1174,male,0,American,Mr.,Victor Scott,28,3,0,0,347464,78.542,,S
1175,female,1,American,Mrs.,Odette Henderson,16,3,0,0,345778,9.5,,S
1176,male,0,American,Mr.,Jimmy Coles,19,1,0,0,A/5. 10482,8.05,,S
1177,female,0,American,Ms.,Selma Ridge,,3,0,0,113056,26,A19,S
1178,male,1,American,Mr.,Matthew Watson,33,3,0,0,349239,86.625,,C
1179,female,0,American,Ms.,Veronica Taylor,30,3,0,0,345774,9.5,,S
1180,female,1,American,Ms.,Nina Goines,22,2,0,0,349206,78.958,,S
1181,male,1,American,Mr.,Robert Choate,42,3,0,0,237798,13,,S
1182,female,1,American,Ms.,Marian Kwong,22,1,0,0,370373,7.75,,Q
1183,male,1,American,Mr.,William Schwartz,26,1,0,0,19877,78.85,,S
1184,female,0,American,Ms.,Geraldine Beamon,19,2,1,0,11967,910.792,B49,C
1185,female,0,American,Dr.,Maggie Martin,36,3,0,0,SC/Paris 2163,12.875,D,C
1186,female,0,American,Ms.,Lisa Banks,24,3,0,0,349236,8.85,,S
1187,male,0,American,Mr.,Carlos Talavera,24,1,0,0,349233,78.958,,S
1188,female,0,American,Dr.,Shirley Matson,,3,0,0,PC 17612,277.208,,C
1189,male,0,American,Mr.,Luigi Howell,23.5,1,0,0,2693,72.292,,C
1190,female,1,American,Ms.,Linda Poole,2,1,1,2,113781,151.55,C22 C26,S
1191,female,1,American,Mrs.,Soledad Jones,,1,0,0,19988,30.5,C106,S
1192,male,1,American,Mr.,Jason Smith,50,3,0,1,PC 17558,2.475.208,B58 B60,C
1193,female,1,American,Ms.,Yvone Delacruz,,3,0,0,9234,7.75,,Q
1194,male,0,American,Mr.,Michael Cassidy,,3,2,0,367226,23.25,,Q
1195,male,1,American,Mr.,Antonio Anthony,19,2,0,0,LINE,0,,S
1196,female,0,American,Ms.,Marie Carter,,3,0,0,226593,12.35,E101,Q
1197,female,1,American,Dr.,Margaret Cook,,1,0,0,A/5 2466,8.05,,S
1198,female,1,American,Mrs.,Alissa Bolton,0.92,1,1,2,113781,151.55,C22 C26,S
1199,female,1,American,Mrs.,Linda Starr,,1,0,0,17421,1.108.833,,C
1200,female,0,American,Ms.,Sherryl Hicks,17,2,1,0,PC 17758,108.9,C65,C
1201,male,1,American,Mr.,Dennis Powell,30,1,1,0,P/PP 3381,24,,C
1202,female,1,American,Ms.,Casey Moon,30,1,0,0,PC 17485,569.292,E36,C
1203,male,1,American,Mr.,Albert Graham,24,1,0,0,11767,831.583,C54,C
1204,male,0,American,Mr.,Nathan Frost,18,2,2,2,PC 17608,262.375,B57 B59 B63 B66,C
1205,male,0,American,Dr.,Kenneth Campbell,26,3,1,1,250651,26,,S
1206,male,0,American,Mr.,Arthur Shaw,28,2,0,0,349243,78.958,,S
1207,male,1,American,Mr.,Christopher Shell,43,3,1,1,F.C.C. 13529,26.25,,S
1208,female,1,American,Ms.,Dorothy Hickman,26,2,0,0,347470,78.542,,S
1209,female,0,American,Mrs.,Doris Davenport,24,2,1,0,244367,26,,S
1210,female,1,American,Ms.,Gale Entrekin,54,1,0,0,29011,14,,S
1211,male,1,American,Mr.,Paul McPherson,31,1,0,2,36928,1.648.667,C7,S
1212,female,0,American,Ms.,Maria Begley,40,3,1,1,16966,134.5,E34,C
1213,female,0,American,Ms.,Andrea Hicks,22,3,0,0,A/5 21172,7.25,,S
1214,female,1,American,Mrs.,Jenifer Boucher,27,2,0,0,349219,78.958,,S
1215,female,1,American,Mrs.,Christina McDonald,30,2,0,0,234818,12.35,,Q
1216,female,0,American,Mrs.,Annette Williams,22,3,1,1,248738,29,,S
1217,female,1,American,Mrs.,Joan Rosario,,1,8,2,CA. 2343,69.55,,S
1218,female,0,American,Ms.,Kenna Keys,36,3,0,0,PC 17760,1.356.333,C32,C
1219,male,1,American,Mr.,Zachary Spero,61,2,0,0,345364,62.375,,S
1220,female,1,American,Ms.,Jodi Lee,36,3,0,0,28551,13,D,S
1221,female,1,American,Mrs.,Beatrice Putnam,31,1,1,1,363291,20.525,,S
1222,male,1,American,Mr.,Brian Smith,16,3,0,1,111361,579.792,B18,C
1223,female,0,American,Ms.,Jayne Grider,,1,2,0,367226,23.25,,Q
1224,male,0,American,Mr.,Kenneth Annunziata,45.5,1,0,0,113043,28.5,C124,S
1225,male,0,American,Mr.,Andres Pate,38,3,0,1,PC 17582,1.534.625,C91,S
1226,male,1,American,Mr.,John Smith,16,1,2,0,345764,18,,S
1227,male,0,American,Mr.,Kenneth Vasquez,,3,1,0,PC 17611,133.65,,S
1228,male,0,American,Mr.,Billy Silva,,1,0,0,349225,78.958,,S
1229,male,1,American,Mr.,Michael Straka,29,1,1,0,113776,66.6,C2,S
1230,female,1,American,Ms.,Joanna Davis,41,3,0,0,16966,134.5,E40,C
1231,female,0,American,Mrs.,Elaine Wilson,45,1,0,0,7598,8.05,,S
1232,male,1,American,Mr.,John Dixon,45,2,0,0,113784,35.5,T,S
1233,male,1,American,Mr.,Michael Nakamura,2,1,1,1,230080,26,F2,S
1234,female,0,American,Mrs.,Nancy Ross,24,2,3,2,19950,263,C23 C25 C27,S
1235,female,0,American,Ms.,Mary Dunlap,28,2,0,0,248740,13,,S
1236,female,0,American,Ms.,Lorena Shepard,25,2,0,0,244361,13,,S
1237,female,1,American,Ms.,Lane Madewell,36,2,0,0,229236,13,,S
1238,female,1,American,Ms.,Lula Jones,24,2,0,0,248733,13,F33,S
1239,male,1,American,Mr.,Clifton Cooper,40,3,0,0,31418,13,,S
1240,female,1,American,Mrs.,Anna Burden,,3,1,0,386525,16.1,,S
1241,female,0,American,Mrs.,Helen Figueroa,3,3,1,1,C.A. 37671,15.9,,S
1242,male,0,American,Mr.,Edwin Martinez,42,3,0,0,315088,86.625,,S
1243,male,0,American,Mr.,Earl Webb,23,1,0,0,7267,9.225,,S
1244,male,0,American,Mr.,John Ragsdale,,3,0,0,113510,35,C128,S
1245,female,0,American,Mrs.,Rachel Mitchell,15,3,1,1,2695,72.292,,C
1246,female,0,American,Ms.,Casandra Green,25,3,1,0,349237,17.8,,S
1247,male,0,American,Mr.,Floyd Schramm,,3,0,0,2647,7.225,,C
1248,male,1,American,Mr.,Robert Haugh,28,1,0,0,345783,9.5,,S
1249,male,0,American,Mr.,Leonard Oldenburg,22,2,0,1,113505,55,E33,S
1250,male,1,American,Mr.,Donald McEvoy,38,3,0,0,237671,13,,S
1251,female,1,American,Mrs.,Latoya Dupree,,3,0,0,330931,78.792,,Q
1252,male,0,American,Mr.,Francis Montemayor,,3,0,0,330980,78.792,,Q
1253,male,0,American,Mr.,Vicente Snook,40,2,1,4,347088,27.9,,S
1254,male,0,American,Mr.,Mathew Gabel,29,3,1,0,SC/PARIS 2167,277.208,,C
1255,male,0,American,Mr.,Michael McGowan,45,3,0,1,2691,144.542,,C
1256,female,0,American,Mrs.,Shannon Youngblood,35,3,0,0,SOTON/O.Q. 3101310,7.05,,S
1257,male,0,American,Dr.,Leo Thome,,3,1,0,370365,15.5,,Q
1258,male,1,American,Mr.,Harry Heath,30,1,0,0,C 7076,7.25,,S
1259,male,1,American,Mr.,Christopher Anderson,60,3,1,0,110813,75.25,D37,C
1260,male,1,American,Mr.,Manuel Koval,,3,0,0,2626,72.292,,C
1261,female,1,American,Ms.,Jamie Ensley,,1,0,0,14313,7.75,,Q
1262,male,1,American,Dr.,Jonathan Kirkman,24,1,0,0,PC 17477,69.3,B35,C
1263,female,0,American,Ms.,Eunice Garey,25,3,1,0,11765,554.417,E50,C
1264,male,0,American,Mr.,Patrick Brown,18,3,1,0,3101267,64.958,,S
1265,female,0,American,Ms.,Helen Thomas,19,1,0,0,323951,8.05,,S
1266,male,0,American,Mr.,George Killebrew,22,3,0,0,PC 17760,1.356.333,,C
1267,male,1,American,Mr.,William Lewis,3,1,3,1,349909,21.075,,S
1268,female,1,American,Mrs.,Theresa Carter,,3,1,0,PC 17604,821.708,,C
1269,female,0,American,Mrs.,Tabatha Cundiff,22,1,0,0,C 7077,7.25,,S
1270,female,0,American,Ms.,Mary Bissonnette,27,3,0,2,113503,211.5,C82,C
1271,female,0,American,Ms.,Ann Garrett,20,3,0,0,2648,40.125,,C
1272,female,1,American,Mrs.,Lisa Delavega,19,1,0,0,347069,7.775,,S
1273,female,1,American,Ms.,Donna Thompson,42,3,0,0,PC 17757,227.525,,C
1274,male,0,American,Mr.,Julian Ruiz,1,3,0,2,2653,157.417,,C
1275,male,1,American,Mr.,Rudy Mays,32,1,0,0,STON/O 2. 3101293,7.925,,S
1276,female,0,American,Mrs.,Julia Alvarado,35,3,1,0,113789,52,,S
1277,male,0,American,Mr.,John Jones,,2,0,0,349227,78.958,,S
1278,male,0,American,Mr.,Joe Baxter,18,3,0,0,S.O.C. 14879,73.5,,S
1279,male,1,American,Mr.,Richard Patterson,1,2,5,2,CA 2144,46.9,,S
1280,male,0,American,Mr.,Brent Lott,36,3,0,0,27849,13,,S
1281,male,1,American,Mr.,Eric Cully,,2,0,0,367655,77.292,,Q
1282,female,1,American,Mrs.,Mildred McMurtry,17,1,0,0,SC 1748,12,,C
1283,male,1,American,Mr.,Robert Newton,36,3,1,2,113760,120,B96 B98,S
1284,male,0,American,Mr.,Robert Gilbert,21,3,0,0,350034,77.958,,S
1285,male,1,American,Mr.,Joseph McCauley,28,1,2,0,3101277,7.925,,S
1286,female,1,American,Ms.,Martha Turgeon,23,3,1,0,35273,113.275,D36,C
1287,female,0,American,Mrs.,Karen Brackett,24,3,0,2,PP 9549,16.7,G6,S
1288,female,0,American,Mrs.,Marion Kelley,22,3,0,0,350052,77.958,,S
1289,male,0,American,Mr.,Willard Crowell,31,2,0,0,350407,78.542,,S
1290,female,0,American,Mrs.,Judith Murray,46,2,0,0,28403,26,,S
1291,male,1,American,Mr.,John Arteaga,23,2,0,0,244278,10.5,,S
1292,female,1,American,Mrs.,Joy Caldwell,28,3,0,0,240929,12.65,,S
1293,female,0,American,Ms.,Mary Garcia,39,3,0,0,STON/O 2. 3101289,7.925,,S
1294,male,0,American,Mr.,Christopher Hickman,26,3,0,0,341826,8.05,,S
1295,female,0,American,Ms.,Maria McQueen,21,3,1,0,4137,9.825,,S
1296,male,0,American,Dr.,Joseph Wiggins,28,3,1,0,STON/O2. 3101279,15.85,,S
1297,male,0,American,Mr.,Joseph Barker,20,2,0,0,315096,86.625,,S
1298,female,0,American,Ms.,Jada Corbett,34,3,1,0,28664,21,,S
1299,male,1,American,Mr.,Frederick Greene,51,2,0,0,347064,7.75,,S
1300,male,0,American,Mr.,James Phillips,3,3,1,1,29106,18.75,,S
1301,male,0,American,Mr.,Johnnie Bailey,21,3,0,0,312992,7.775,,S
1302,female,0,American,Ms.,Robin Furlong,,3,3,1,4133,254.667,,S
1303,female,0,American,Ms.,Catherine Jones,,3,0,0,349222,78.958,,S
1304,female,1,American,Dr.,Margaret Sullivan,,1,0,0,394140,68.583,,Q
1305,female,0,American,Mrs.,Marcie Deschenes,33,2,1,0,19928,90,C78,Q
1306,male,1,American,Mr.,Andrew Reynolds,,3,0,0,239853,0,,S
1307,female,0,American,Mrs.,Nellie Gantt,44,3,0,0,STON/O 2. 3101269,7.925,,S
1308,female,1,American,Mrs.,Jennifer Dodrill,,2,0,0,343095,8.05,,S
1309,female,1,American,Mrs.,Nadine Hickman,34,2,1,1,28220,32.5,,S
1310,male,0,American,Mr.,Daniel Jackson,18,2,0,2,250652,13,,S
1311,male,0,American,Mr.,Jayson Davis,30,3,0,0,28228,13,,S
1312,female,0,American,Ms.,Vicky Moses,10,3,0,2,345773,24.15,,S
1313,male,0,American,Mr.,Aaron Williams,,3,0,0,349254,78.958,,C
1314,male,0,American,Mr.,Chris McNeel,21,3,0,0,A/5. 13032,77.333,,Q
1315,female,0,American,Ms.,Maria Koerner,29,3,0,0,315082,7.875,,S
1316,male,0,American,Mr.,Ryan McCarty,28,3,1,1,347080,14.4,,S
1317,male,0,American,Mr.,Mark Hardy,18,3,1,1,370129,202.125,,S
1318,male,1,American,Mr.,Christian Escobedo,,2,0,0,A/4. 34244,7.25,,S
1319,female,1,American,Ms.,Melinda Ladner,28,2,1,0,2003,26,,S
1320,female,0,American,Mrs.,Brenda Jason,19,3,0,0,250655,26,,S
1321,female,1,American,Mrs.,Iris Wright,,3,0,0,364851,7.75,,Q
1322,female,1,American,Mrs.,Elizabeth Wentz,32,1,0,0,SOTON/O.Q. 392078,8.05,E10,S
1323,male,1,American,Mr.,Micheal Pardo,28,3,0,0,110564,26.55,C52,S
1324,male,1,American,Mr.,Andrew Greenspan,,2,1,0,376564,16.1,,S
1325,male,0,American,Mr.,Irving Patterson,42,3,1,0,SC/AH 3085,26,,S
1326,male,0,American,Mr.,Richard Campos,17,1,0,0,STON/O 2. 3101274,7.125,,S
1327,male,1,American,Mr.,Rico Price,50,1,1,0,13507,55.9,E44,S
1328,female,0,American,Ms.,Marla Dimatteo,14,3,1,2,113760,120,B96 B98,S
1329,male,1,American,Mr.,Kenneth Ambrose,21,2,2,2,W./C. 6608,34.375,,S
1330,male,0,American,Mr.,Spencer Ferris,24,1,2,3,29106,18.75,,S
1331,female,0,American,Mrs.,Maureen Lawson,64,2,1,4,19950,263,C23 C25 C27,S
1332,female,1,American,Ms.,Jo Coleman,31,2,0,0,C.A. 18723,10.5,,S
1333,female,0,American,Mrs.,Cynthia Jones,45,3,1,1,F.C.C. 13529,26.25,,S
1334,male,0,American,Mr.,Mark Prentice,20,3,0,0,345769,9.5,,S
1335,female,1,American,Mrs.,Anne McDonald,25,2,1,0,347076,7.775,,S
1336,male,1,American,Mr.,Matthew Flores,28,3,0,0,230434,13,,S
1337,male,1,American,Mr.,Quinton Berrier,,1,0,0,65306,81.125,,S
1338,female,1,American,Mrs.,Barbara Holmes,4,2,0,2,33638,818.583,A34,S
1339,female,1,American,Mrs.,Martha Bland,13,1,0,1,250644,19.5,,S
1340,female,1,American,Mrs.,Linda Harris,34,3,0,0,113794,26.55,,S
1341,male,1,American,Mr.,Adam Edwards,5,1,2,1,2666,192.583,,C
1342,female,0,American,Ms.,Christy Arehart,52,2,0,0,113786,30.5,C104,S
1343,male,0,American,Mr.,Tommy Johnson,36,3,1,2,C.A. 34651,27.75,,S
1344,female,0,American,Ms.,Lauren Morin,,1,1,0,65303,199.667,,S
1345,female,1,American,Mrs.,Dorothy Chan,30,1,0,0,113051,27.75,C111,C
1346,female,0,American,Mrs.,April Salyers,49,3,1,0,17453,891.042,C92,C
